from_account,to_account,amount,timestamp,bank_from,bank_to,device_id,is_fraud,topology,flag_ids
ACC_LEGIT_0712,ACC_LEGIT_1044,178550.14,2026-03-15T19:23:32,KOTAK,AIRTEL,ANDROID_99674,False,legitimate,[]
ACC_LEGIT_1123,ACC_LEGIT_1047,2611.15,2026-03-17T11:40:34,CANARA,AU_SFB,ANDROID_54150,False,legitimate,[]
ACC_LEGIT_1095,ACC_LEGIT_1190,2305.45,2026-03-17T07:11:30,KOTAK,BANDHAN,ANDROID_63383,False,legitimate,[]
ACC_LEGIT_0730,ACC_LEGIT_0922,3528.75,2026-03-16T07:09:54,HDFC,HDFC,ANDROID_22622,False,legitimate,[]
ACC_LEGIT_1056,ACC_LEGIT_0834,43422.31,2026-03-17T10:43:33,SBI,PHONEPE,IMEI_90939,False,legitimate,[]
ACC_LEGIT_0767,ACC_LEGIT_1029,33911.8,2026-03-15T17:56:44,PAYTM,BOB,IMEI_90358,False,legitimate,[]
ACC_LEGIT_0759,ACC_LEGIT_0856,46285.72,2026-03-16T00:31:30,KOTAK,AU_SFB,DEV_42728,False,legitimate,[]
ACC_LEGIT_1083,ACC_LEGIT_1008,415.91,2026-03-17T13:08:21,BOB,CANARA,IMEI_24643,False,legitimate,[]
ACC_LEGIT_1159,ACC_LEGIT_0789,6722.71,2026-03-15T20:35:45,AXIS,KOTAK,ANDROID_38254,False,legitimate,[]
ACC_LEGIT_0890,ACC_LEGIT_0999,2884.21,2026-03-18T06:11:27,SBI,PNB,ANDROID_74679,False,legitimate,[]
ACC_LEGIT_1042,ACC_LEGIT_1112,4894.95,2026-03-18T07:22:10,AU_SFB,BOI,ANDROID_94500,False,legitimate,[]
ACC_LEGIT_1105,ACC_LEGIT_0948,12924.75,2026-03-16T15:29:46,PHONEPE,SBI,ANDROID_91688,False,legitimate,[]
ACC_LEGIT_0755,ACC_LEGIT_0977,4381.5,2026-03-17T10:45:43,KOTAK,PAYTM,IMEI_64057,False,legitimate,[]
ACC_LEGIT_0937,ACC_LEGIT_0860,9159.86,2026-03-18T08:09:00,CANARA,AIRTEL,ANDROID_88128,False,legitimate,[]
ACC_LEGIT_0976,ACC_LEGIT_0840,122243.79,2026-03-17T12:09:32,ICICI,CANARA,IMEI_48609,False,legitimate,[]
ACC_LEGIT_0836,ACC_LEGIT_1119,1837.99,2026-03-17T02:50:38,BOI,YES,ANDROID_42749,False,legitimate,[]
ACC_LEGIT_0875,ACC_LEGIT_0751,71692.59,2026-03-18T09:49:30,BOB,PAYTM,DEV_67577,False,legitimate,[]
ACC_LEGIT_0996,ACC_LEGIT_0686,25639.66,2026-03-15T18:16:21,ICICI,AXIS,ANDROID_18383,False,legitimate,[]
ACC_LEGIT_1088,ACC_LEGIT_0941,2651.39,2026-03-17T08:11:16,ICICI,AU_SFB,ANDROID_90341,False,legitimate,[]
ACC_LEGIT_1132,ACC_LEGIT_1264,14838.02,2026-03-17T12:42:49,AU_SFB,YES,IMEI_83377,False,legitimate,[]
ACC_LEGIT_1231,ACC_LEGIT_0842,3044.62,2026-03-18T08:45:36,YES,KOTAK,IMEI_94394,False,legitimate,[]
ACC_LEGIT_1262,ACC_LEGIT_0686,21370.75,2026-03-16T22:33:38,PNB,AXIS,ANDROID_52636,False,legitimate,[]
ACC_LEGIT_0799,ACC_LEGIT_1183,25519.89,2026-03-17T22:18:23,CANARA,AXIS,IMEI_45283,False,legitimate,[]
ACC_LEGIT_1227,ACC_LEGIT_1108,2663.53,2026-03-16T19:24:37,SBI,YES,ANDROID_77809,False,legitimate,[]
ACC_LEGIT_1110,ACC_LEGIT_1054,31770.13,2026-03-16T06:45:18,CANARA,PHONEPE,ANDROID_98476,False,legitimate,[]
ACC_LEGIT_1119,ACC_LEGIT_0962,3540.25,2026-03-15T16:22:49,YES,AU_SFB,IMEI_85043,False,legitimate,[]
ACC_LEGIT_0778,ACC_LEGIT_0763,32731.72,2026-03-17T16:36:33,IDBI,BANDHAN,IMEI_92742,False,legitimate,[]
ACC_LEGIT_1229,ACC_LEGIT_0774,170880.6,2026-03-16T07:06:36,PNB,CANARA,ANDROID_96554,False,legitimate,[]
ACC_LEGIT_1102,ACC_LEGIT_0888,1192.11,2026-03-18T00:21:25,HDFC,AU_SFB,IMEI_24160,False,legitimate,[]
ACC_LEGIT_1152,ACC_LEGIT_0799,119592.07,2026-03-17T13:15:06,AU_SFB,CANARA,IMEI_27499,False,legitimate,[]
ACC_LEGIT_1077,ACC_LEGIT_0679,40198.82,2026-03-18T02:03:03,SBI,BOI,DEV_77917,False,legitimate,[]
ACC_LEGIT_0942,ACC_LEGIT_0986,4208.57,2026-03-15T10:18:09,BOI,PHONEPE,DEV_86379,False,legitimate,[]
ACC_LEGIT_1096,ACC_LEGIT_0705,106160.86,2026-03-17T21:42:47,AIRTEL,KOTAK,ANDROID_58161,False,legitimate,[]
ACC_LEGIT_0997,ACC_LEGIT_1015,114502.95,2026-03-18T08:53:14,BOB,BOB,DEV_65864,False,legitimate,[]
ACC_LEGIT_1072,ACC_LEGIT_0869,57737.15,2026-03-16T17:14:46,PAYTM,AU_SFB,DEV_86238,False,legitimate,[]
ACC_LEGIT_0803,ACC_LEGIT_1071,185625.71,2026-03-15T21:32:15,AXIS,BANDHAN,IMEI_60014,False,legitimate,[]
ACC_LEGIT_1119,ACC_LEGIT_0908,125638.56,2026-03-17T04:00:39,YES,AIRTEL,IMEI_85043,False,legitimate,[]
ACC_LEGIT_1073,ACC_LEGIT_0938,4202.96,2026-03-15T16:47:28,HDFC,ICICI,IMEI_31405,False,legitimate,[]
ACC_LEGIT_0698,ACC_LEGIT_1119,72957.29,2026-03-17T13:31:26,AXIS,YES,ANDROID_55069,False,legitimate,[]
ACC_LEGIT_1228,ACC_LEGIT_0752,6138.04,2026-03-17T08:12:00,YES,IDBI,DEV_66894,False,legitimate,[]
ACC_LEGIT_1038,ACC_LEGIT_0863,94538.38,2026-03-17T23:12:00,BOB,HDFC,DEV_70014,False,legitimate,[]
ACC_LEGIT_0923,ACC_LEGIT_1059,3874.92,2026-03-17T07:41:19,BOI,AXIS,ANDROID_51744,False,legitimate,[]
ACC_LEGIT_0695,ACC_LEGIT_1265,4348.0,2026-03-15T17:47:49,ICICI,YES,ANDROID_38818,False,legitimate,[]
ACC_LEGIT_0817,ACC_LEGIT_0961,13128.25,2026-03-18T04:27:43,SBI,PAYTM,ANDROID_76316,False,legitimate,[]
ACC_LEGIT_0884,ACC_LEGIT_1072,40794.87,2026-03-18T07:50:53,BOB,PAYTM,IMEI_52477,False,legitimate,[]
ACC_LEGIT_0750,ACC_LEGIT_0887,21886.45,2026-03-17T20:52:36,PAYTM,ICICI,DEV_89477,False,legitimate,[]
ACC_LEGIT_0836,ACC_LEGIT_0856,148949.96,2026-03-17T06:10:30,BOI,AU_SFB,ANDROID_42749,False,legitimate,[]
ACC_LEGIT_0704,ACC_LEGIT_0792,122586.65,2026-03-17T05:41:24,BOI,PHONEPE,IMEI_66139,False,legitimate,[]
ACC_LEGIT_1231,ACC_LEGIT_0677,876.1,2026-03-17T06:08:08,YES,ICICI,IMEI_94394,False,legitimate,[]
ACC_LEGIT_0702,ACC_LEGIT_1220,28028.51,2026-03-15T18:21:31,HDFC,CANARA,ANDROID_95914,False,legitimate,[]
ACC_LEGIT_0894,ACC_LEGIT_0702,1704.94,2026-03-16T05:29:07,PHONEPE,HDFC,IMEI_21495,False,legitimate,[]
ACC_LEGIT_0952,ACC_LEGIT_1165,156212.54,2026-03-16T07:25:54,BANDHAN,PAYTM,ANDROID_85543,False,legitimate,[]
ACC_LEGIT_1150,ACC_LEGIT_1179,47585.56,2026-03-15T22:35:40,SBI,PAYTM,IMEI_36224,False,legitimate,[]
ACC_LEGIT_0874,ACC_LEGIT_0959,168972.98,2026-03-16T08:41:20,SBI,PHONEPE,IMEI_64138,False,legitimate,[]
ACC_LEGIT_0841,ACC_LEGIT_0882,26952.43,2026-03-17T05:25:24,PHONEPE,CANARA,ANDROID_15397,False,legitimate,[]
ACC_LEGIT_0950,ACC_LEGIT_0998,114396.95,2026-03-16T11:41:54,BANDHAN,CANARA,ANDROID_68988,False,legitimate,[]
ACC_LEGIT_1054,ACC_LEGIT_0737,45025.24,2026-03-17T04:44:04,PHONEPE,HDFC,ANDROID_97410,False,legitimate,[]
ACC_LEGIT_1091,ACC_LEGIT_0972,192556.71,2026-03-16T11:39:01,CANARA,BOB,DEV_56507,False,legitimate,[]
ACC_LEGIT_1079,ACC_LEGIT_0702,661.78,2026-03-16T12:03:00,CANARA,HDFC,IMEI_70357,False,legitimate,[]
ACC_LEGIT_0923,ACC_LEGIT_0746,21724.71,2026-03-15T18:54:21,BOI,AXIS,ANDROID_51744,False,legitimate,[]
ACC_LEGIT_0681,ACC_LEGIT_0998,82065.86,2026-03-17T19:54:27,KOTAK,CANARA,DEV_96944,False,legitimate,[]
ACC_LEGIT_1001,ACC_LEGIT_0910,140270.29,2026-03-16T01:50:06,KOTAK,AXIS,ANDROID_15334,False,legitimate,[]
ACC_LEGIT_0777,ACC_LEGIT_1246,182504.02,2026-03-15T15:26:54,YES,BANDHAN,ANDROID_47555,False,legitimate,[]
ACC_LEGIT_1259,ACC_LEGIT_1103,3442.45,2026-03-16T00:21:14,ICICI,KOTAK,IMEI_13153,False,legitimate,[]
ACC_LEGIT_0722,ACC_LEGIT_1177,2543.39,2026-03-16T18:58:14,KOTAK,SBI,IMEI_53283,False,legitimate,[]
ACC_LEGIT_0847,ACC_LEGIT_1006,2996.74,2026-03-17T08:52:13,BOB,KOTAK,IMEI_66369,False,legitimate,[]
ACC_LEGIT_1261,ACC_LEGIT_0676,17796.46,2026-03-15T12:41:41,ICICI,YES,IMEI_21747,False,legitimate,[]
ACC_LEGIT_1218,ACC_LEGIT_1212,291.69,2026-03-17T22:25:40,AIRTEL,AU_SFB,IMEI_54606,False,legitimate,[]
ACC_LEGIT_1097,ACC_LEGIT_0980,110051.65,2026-03-17T18:24:20,YES,ICICI,IMEI_78506,False,legitimate,[]
ACC_LEGIT_0992,ACC_LEGIT_1177,22699.74,2026-03-16T21:55:25,PNB,SBI,IMEI_15611,False,legitimate,[]
ACC_LEGIT_0796,ACC_LEGIT_1054,4694.75,2026-03-15T20:06:08,PAYTM,PHONEPE,IMEI_34641,False,legitimate,[]
ACC_LEGIT_0779,ACC_LEGIT_1002,4320.8,2026-03-15T23:55:11,BOB,SBI,DEV_55039,False,legitimate,[]
ACC_LEGIT_1049,ACC_LEGIT_1222,47034.97,2026-03-18T02:19:16,PNB,HDFC,IMEI_85304,False,legitimate,[]
ACC_LEGIT_0716,ACC_LEGIT_0785,89559.07,2026-03-17T06:37:08,AIRTEL,PHONEPE,IMEI_16086,False,legitimate,[]
ACC_LEGIT_1060,ACC_LEGIT_0948,3523.46,2026-03-15T19:11:45,YES,SBI,DEV_66051,False,legitimate,[]
ACC_LEGIT_0998,ACC_LEGIT_0823,44950.93,2026-03-17T08:22:40,CANARA,BOI,ANDROID_85493,False,legitimate,[]
ACC_LEGIT_1129,ACC_LEGIT_0797,15823.56,2026-03-18T09:05:44,BANDHAN,CANARA,IMEI_51766,False,legitimate,[]
ACC_LEGIT_0959,ACC_LEGIT_1001,26721.78,2026-03-17T13:48:04,PHONEPE,KOTAK,ANDROID_91830,False,legitimate,[]
ACC_LEGIT_0756,ACC_LEGIT_1033,148922.12,2026-03-18T00:19:19,KOTAK,BOI,IMEI_22190,False,legitimate,[]
ACC_LEGIT_0882,ACC_LEGIT_0751,81871.32,2026-03-16T01:44:18,CANARA,PAYTM,DEV_86735,False,legitimate,[]
ACC_LEGIT_1151,ACC_LEGIT_1066,81299.22,2026-03-17T17:27:29,ICICI,HDFC,DEV_77681,False,legitimate,[]
ACC_LEGIT_1212,ACC_LEGIT_1198,39221.96,2026-03-17T09:43:00,AU_SFB,SBI,DEV_48455,False,legitimate,[]
ACC_LEGIT_0829,ACC_LEGIT_1188,10852.72,2026-03-18T09:00:07,CANARA,PNB,DEV_33644,False,legitimate,[]
ACC_LEGIT_1135,ACC_LEGIT_1197,23009.22,2026-03-15T21:57:23,PHONEPE,CANARA,DEV_63347,False,legitimate,[]
ACC_LEGIT_0986,ACC_LEGIT_1263,181429.44,2026-03-15T18:01:28,PHONEPE,YES,IMEI_17234,False,legitimate,[]
ACC_LEGIT_0918,ACC_LEGIT_0688,54287.94,2026-03-17T00:39:28,YES,AXIS,ANDROID_78464,False,legitimate,[]
ACC_LEGIT_1135,ACC_LEGIT_1032,46711.75,2026-03-16T01:26:31,PHONEPE,CANARA,DEV_63347,False,legitimate,[]
ACC_LEGIT_0826,ACC_LEGIT_1078,27856.71,2026-03-16T12:55:35,BOB,IDBI,DEV_78089,False,legitimate,[]
ACC_LEGIT_0772,ACC_LEGIT_0722,37940.07,2026-03-15T23:47:43,IDBI,KOTAK,IMEI_49326,False,legitimate,[]
ACC_LEGIT_1084,ACC_LEGIT_0852,28830.32,2026-03-15T17:57:02,PNB,SBI,DEV_24131,False,legitimate,[]
ACC_LEGIT_0723,ACC_LEGIT_0926,4798.96,2026-03-17T03:53:13,AXIS,BOB,ANDROID_31134,False,legitimate,[]
ACC_LEGIT_0944,ACC_LEGIT_0916,83969.75,2026-03-17T12:56:12,CANARA,AXIS,IMEI_14087,False,legitimate,[]
ACC_LEGIT_1086,ACC_LEGIT_1073,173610.3,2026-03-16T05:32:04,CANARA,HDFC,ANDROID_36922,False,legitimate,[]
ACC_LEGIT_1179,ACC_LEGIT_0882,145534.88,2026-03-17T05:25:19,PAYTM,CANARA,ANDROID_96246,False,legitimate,[]
ACC_LEGIT_0966,ACC_LEGIT_0675,27645.81,2026-03-17T15:49:08,AU_SFB,PHONEPE,IMEI_72420,False,legitimate,[]
ACC_LEGIT_0984,ACC_LEGIT_0916,35664.91,2026-03-18T03:31:35,AIRTEL,AXIS,IMEI_62941,False,legitimate,[]
ACC_LEGIT_1138,ACC_LEGIT_0817,4814.99,2026-03-15T22:55:34,YES,SBI,ANDROID_40924,False,legitimate,[]
ACC_LEGIT_0942,ACC_LEGIT_0750,39211.73,2026-03-18T08:35:59,BOI,PAYTM,DEV_86379,False,legitimate,[]
ACC_LEGIT_1157,ACC_LEGIT_1269,104.93,2026-03-17T21:37:56,BANDHAN,ICICI,IMEI_98291,False,legitimate,[]
ACC_LEGIT_0689,ACC_LEGIT_1252,84243.15,2026-03-15T22:10:57,AU_SFB,AU_SFB,ANDROID_53478,False,legitimate,[]
ACC_LEGIT_0822,ACC_LEGIT_0768,41175.17,2026-03-17T15:30:27,YES,BANDHAN,ANDROID_74213,False,legitimate,[]
ACC_LEGIT_1031,ACC_LEGIT_1230,1360.96,2026-03-17T22:16:29,IDBI,PHONEPE,ANDROID_17184,False,legitimate,[]
ACC_LEGIT_1033,ACC_LEGIT_0980,166178.94,2026-03-16T21:16:10,BOI,ICICI,DEV_94957,False,legitimate,[]
ACC_LEGIT_0787,ACC_LEGIT_0948,37769.7,2026-03-18T00:21:04,PAYTM,SBI,ANDROID_68306,False,legitimate,[]
ACC_LEGIT_0897,ACC_LEGIT_0817,136637.63,2026-03-18T08:52:22,BOB,SBI,IMEI_82151,False,legitimate,[]
ACC_LEGIT_1113,ACC_LEGIT_1040,9017.33,2026-03-17T08:30:40,BOI,AIRTEL,IMEI_86541,False,legitimate,[]
ACC_LEGIT_0782,ACC_LEGIT_0952,35546.07,2026-03-18T09:53:43,PAYTM,BANDHAN,ANDROID_20494,False,legitimate,[]
ACC_LEGIT_1211,ACC_LEGIT_0851,35557.99,2026-03-17T04:54:01,AIRTEL,BOB,IMEI_67424,False,legitimate,[]
ACC_LEGIT_1099,ACC_LEGIT_0954,6849.5,2026-03-17T22:44:33,AXIS,AU_SFB,IMEI_36248,False,legitimate,[]
ACC_LEGIT_0797,ACC_LEGIT_1115,30499.81,2026-03-16T07:00:04,CANARA,KOTAK,ANDROID_69682,False,legitimate,[]
ACC_LEGIT_0784,ACC_LEGIT_0680,2544.74,2026-03-17T00:05:50,BOB,ICICI,DEV_44400,False,legitimate,[]
ACC_LEGIT_0968,ACC_LEGIT_1243,18664.05,2026-03-15T11:08:07,PHONEPE,AIRTEL,IMEI_60070,False,legitimate,[]
ACC_LEGIT_1136,ACC_LEGIT_0713,42146.18,2026-03-16T08:16:09,HDFC,ICICI,DEV_24671,False,legitimate,[]
ACC_LEGIT_0677,ACC_LEGIT_1112,1826.05,2026-03-16T11:30:07,ICICI,BOI,ANDROID_43425,False,legitimate,[]
ACC_LEGIT_0962,ACC_LEGIT_1186,3360.1,2026-03-17T13:56:00,AU_SFB,AIRTEL,IMEI_32989,False,legitimate,[]
ACC_LEGIT_0949,ACC_LEGIT_0818,4979.98,2026-03-16T07:10:32,BANDHAN,KOTAK,IMEI_89223,False,legitimate,[]
ACC_LEGIT_0896,ACC_LEGIT_0704,171756.36,2026-03-16T14:07:30,BOI,BOI,DEV_22206,False,legitimate,[]
ACC_LEGIT_1104,ACC_LEGIT_1080,9416.24,2026-03-17T05:28:30,AIRTEL,AIRTEL,ANDROID_13506,False,legitimate,[]
ACC_LEGIT_0990,ACC_LEGIT_0849,98371.99,2026-03-15T20:08:04,SBI,SBI,ANDROID_87718,False,legitimate,[]
ACC_LEGIT_0876,ACC_LEGIT_0928,764.88,2026-03-16T07:39:04,KOTAK,BOB,IMEI_63066,False,legitimate,[]
ACC_LEGIT_1252,ACC_LEGIT_1144,21918.47,2026-03-15T16:59:36,AU_SFB,KOTAK,ANDROID_68861,False,legitimate,[]
ACC_LEGIT_0813,ACC_LEGIT_1211,190231.97,2026-03-16T12:02:11,YES,AIRTEL,IMEI_27659,False,legitimate,[]
ACC_LEGIT_1151,ACC_LEGIT_1034,2195.58,2026-03-18T04:27:01,ICICI,IDBI,DEV_77681,False,legitimate,[]
ACC_LEGIT_1244,ACC_LEGIT_0699,163378.47,2026-03-18T04:02:04,HDFC,ICICI,ANDROID_26662,False,legitimate,[]
ACC_LEGIT_0981,ACC_LEGIT_0920,143133.46,2026-03-18T01:55:11,CANARA,PHONEPE,IMEI_43947,False,legitimate,[]
ACC_LEGIT_0972,ACC_LEGIT_0726,3801.14,2026-03-16T19:42:02,BOB,PHONEPE,DEV_63903,False,legitimate,[]
ACC_LEGIT_1202,ACC_LEGIT_1143,90526.23,2026-03-15T17:47:42,BANDHAN,PAYTM,ANDROID_80593,False,legitimate,[]
ACC_LEGIT_1013,ACC_LEGIT_0771,4127.51,2026-03-15T18:50:35,AXIS,HDFC,ANDROID_98716,False,legitimate,[]
ACC_LEGIT_1270,ACC_LEGIT_1195,3722.88,2026-03-17T02:55:37,SBI,PNB,IMEI_91360,False,legitimate,[]
ACC_LEGIT_1179,ACC_LEGIT_0811,35405.63,2026-03-17T07:44:49,PAYTM,BOI,ANDROID_96246,False,legitimate,[]
ACC_LEGIT_0990,ACC_LEGIT_0678,4047.52,2026-03-15T10:00:09,SBI,PNB,ANDROID_87718,False,legitimate,[]
ACC_LEGIT_0828,ACC_LEGIT_0795,2647.13,2026-03-17T22:38:14,CANARA,BOB,ANDROID_85571,False,legitimate,[]
ACC_LEGIT_1189,ACC_LEGIT_1126,46672.0,2026-03-18T09:33:27,AIRTEL,SBI,ANDROID_92517,False,legitimate,[]
ACC_LEGIT_0860,ACC_LEGIT_0912,173252.97,2026-03-16T17:58:35,AIRTEL,ICICI,IMEI_30578,False,legitimate,[]
ACC_LEGIT_0798,ACC_LEGIT_1114,71252.93,2026-03-17T09:52:30,AXIS,CANARA,IMEI_12542,False,legitimate,[]
ACC_LEGIT_0918,ACC_LEGIT_0846,36483.29,2026-03-16T07:07:11,YES,AIRTEL,ANDROID_78464,False,legitimate,[]
ACC_LEGIT_0968,ACC_LEGIT_0774,27183.39,2026-03-16T14:05:40,PHONEPE,CANARA,IMEI_60070,False,legitimate,[]
ACC_LEGIT_0781,ACC_LEGIT_1147,24117.48,2026-03-15T18:44:50,AU_SFB,IDBI,IMEI_31930,False,legitimate,[]
ACC_LEGIT_1249,ACC_LEGIT_1070,146766.35,2026-03-17T07:08:16,PHONEPE,CANARA,IMEI_38256,False,legitimate,[]
ACC_LEGIT_1127,ACC_LEGIT_0715,70895.53,2026-03-16T19:22:33,AU_SFB,BOI,IMEI_93614,False,legitimate,[]
ACC_LEGIT_0955,ACC_LEGIT_0681,178375.94,2026-03-16T01:20:54,AIRTEL,KOTAK,ANDROID_96997,False,legitimate,[]
ACC_LEGIT_1029,ACC_LEGIT_1209,7824.46,2026-03-17T09:45:49,BOB,PAYTM,IMEI_53634,False,legitimate,[]
ACC_LEGIT_1248,ACC_LEGIT_1019,71005.89,2026-03-16T08:03:31,AIRTEL,AU_SFB,DEV_28726,False,legitimate,[]
ACC_LEGIT_1075,ACC_LEGIT_0741,34031.03,2026-03-17T06:06:57,ICICI,AU_SFB,DEV_88480,False,legitimate,[]
ACC_LEGIT_0856,ACC_LEGIT_1261,27814.11,2026-03-15T19:25:27,AU_SFB,ICICI,ANDROID_11092,False,legitimate,[]
ACC_LEGIT_1003,ACC_LEGIT_1266,1805.67,2026-03-15T12:08:58,PHONEPE,BOB,IMEI_72391,False,legitimate,[]
ACC_LEGIT_0834,ACC_LEGIT_0909,9779.92,2026-03-16T09:34:05,PHONEPE,BANDHAN,DEV_38157,False,legitimate,[]
ACC_LEGIT_0909,ACC_LEGIT_0914,44633.99,2026-03-17T17:02:12,BANDHAN,AXIS,ANDROID_17342,False,legitimate,[]
ACC_LEGIT_1102,ACC_LEGIT_0737,55612.74,2026-03-15T15:18:25,HDFC,HDFC,IMEI_24160,False,legitimate,[]
ACC_LEGIT_1124,ACC_LEGIT_1055,42830.57,2026-03-15T17:50:22,AXIS,CANARA,IMEI_20048,False,legitimate,[]
ACC_LEGIT_1132,ACC_LEGIT_1058,752.76,2026-03-16T04:23:10,AU_SFB,AXIS,IMEI_83377,False,legitimate,[]
ACC_LEGIT_1174,ACC_LEGIT_1120,15147.34,2026-03-17T21:15:42,CANARA,IDBI,ANDROID_29405,False,legitimate,[]
ACC_LEGIT_1213,ACC_LEGIT_0868,521.49,2026-03-16T00:49:16,ICICI,HDFC,ANDROID_37159,False,legitimate,[]
ACC_LEGIT_0706,ACC_LEGIT_0815,111204.11,2026-03-18T00:57:01,IDBI,IDBI,IMEI_70666,False,legitimate,[]
ACC_LEGIT_0745,ACC_LEGIT_1020,186648.28,2026-03-17T00:27:32,ICICI,ICICI,ANDROID_74797,False,legitimate,[]
ACC_LEGIT_1180,ACC_LEGIT_0866,30666.65,2026-03-16T11:57:30,IDBI,PHONEPE,ANDROID_84600,False,legitimate,[]
ACC_LEGIT_1244,ACC_LEGIT_0813,4027.82,2026-03-17T03:26:39,HDFC,YES,ANDROID_26662,False,legitimate,[]
ACC_LEGIT_0752,ACC_LEGIT_0802,3933.7,2026-03-15T13:44:54,IDBI,HDFC,DEV_77277,False,legitimate,[]
ACC_LEGIT_1225,ACC_LEGIT_1010,41959.75,2026-03-16T14:25:47,HDFC,PAYTM,ANDROID_65275,False,legitimate,[]
ACC_LEGIT_1038,ACC_LEGIT_0741,93210.35,2026-03-17T03:53:46,BOB,AU_SFB,DEV_70014,False,legitimate,[]
ACC_LEGIT_0919,ACC_LEGIT_1202,4665.86,2026-03-17T01:45:15,BOB,BANDHAN,IMEI_71194,False,legitimate,[]
ACC_LEGIT_0785,ACC_LEGIT_1268,2407.8,2026-03-15T12:21:00,PHONEPE,BANDHAN,DEV_42426,False,legitimate,[]
ACC_LEGIT_1018,ACC_LEGIT_1103,1378.32,2026-03-16T00:52:18,HDFC,KOTAK,DEV_84536,False,legitimate,[]
ACC_LEGIT_1232,ACC_LEGIT_1009,4628.45,2026-03-16T21:56:22,YES,PNB,DEV_49522,False,legitimate,[]
ACC_LEGIT_0746,ACC_LEGIT_1249,4531.19,2026-03-16T11:11:01,AXIS,PHONEPE,DEV_88579,False,legitimate,[]
ACC_LEGIT_0744,ACC_LEGIT_1098,62089.02,2026-03-16T20:51:47,PNB,YES,ANDROID_60374,False,legitimate,[]
ACC_LEGIT_0804,ACC_LEGIT_0949,3644.32,2026-03-17T09:21:21,AU_SFB,BANDHAN,DEV_14392,False,legitimate,[]
ACC_LEGIT_1030,ACC_LEGIT_1113,2440.2,2026-03-15T11:33:41,PAYTM,BOI,ANDROID_90281,False,legitimate,[]
ACC_LEGIT_0728,ACC_LEGIT_0698,41511.34,2026-03-17T11:39:26,ICICI,AXIS,ANDROID_99861,False,legitimate,[]
ACC_LEGIT_0690,ACC_LEGIT_1237,2462.65,2026-03-16T17:17:28,ICICI,AU_SFB,IMEI_83149,False,legitimate,[]
ACC_LEGIT_1109,ACC_LEGIT_1234,24707.88,2026-03-16T11:36:59,ICICI,IDBI,IMEI_66450,False,legitimate,[]
ACC_LEGIT_0870,ACC_LEGIT_1023,84805.01,2026-03-15T10:43:54,HDFC,KOTAK,DEV_13433,False,legitimate,[]
ACC_LEGIT_0904,ACC_LEGIT_1094,168977.13,2026-03-15T13:20:00,AXIS,AIRTEL,DEV_93967,False,legitimate,[]
ACC_LEGIT_0687,ACC_LEGIT_0927,4081.85,2026-03-16T06:34:40,BOB,PHONEPE,DEV_97862,False,legitimate,[]
ACC_LEGIT_0716,ACC_LEGIT_0993,34484.4,2026-03-15T19:26:44,AIRTEL,HDFC,IMEI_16086,False,legitimate,[]
ACC_LEGIT_1079,ACC_LEGIT_1162,61456.68,2026-03-16T00:59:25,CANARA,SBI,IMEI_70357,False,legitimate,[]
ACC_LEGIT_1178,ACC_LEGIT_1037,43644.21,2026-03-18T06:33:09,IDBI,AIRTEL,DEV_13784,False,legitimate,[]
ACC_LEGIT_1047,ACC_LEGIT_1236,34413.97,2026-03-16T09:13:06,AU_SFB,PAYTM,DEV_91085,False,legitimate,[]
ACC_LEGIT_1226,ACC_LEGIT_1187,111625.08,2026-03-16T21:24:16,BANDHAN,BOI,IMEI_77653,False,legitimate,[]
ACC_LEGIT_0958,ACC_LEGIT_0752,1097.42,2026-03-16T08:12:17,PAYTM,IDBI,DEV_92483,False,legitimate,[]
ACC_LEGIT_1238,ACC_LEGIT_0887,701.47,2026-03-18T09:12:33,KOTAK,ICICI,IMEI_49216,False,legitimate,[]
ACC_LEGIT_0912,ACC_LEGIT_1122,25419.33,2026-03-17T22:53:57,ICICI,PAYTM,ANDROID_25315,False,legitimate,[]
ACC_LEGIT_0706,ACC_LEGIT_0948,1462.04,2026-03-15T14:20:55,IDBI,SBI,IMEI_70666,False,legitimate,[]
ACC_LEGIT_0957,ACC_LEGIT_1065,2527.25,2026-03-16T02:20:37,BANDHAN,SBI,IMEI_48616,False,legitimate,[]
ACC_LEGIT_0882,ACC_LEGIT_1060,24398.82,2026-03-15T12:16:46,CANARA,YES,DEV_86735,False,legitimate,[]
ACC_LEGIT_1226,ACC_LEGIT_1028,45952.43,2026-03-18T05:11:19,BANDHAN,AU_SFB,IMEI_77653,False,legitimate,[]
ACC_LEGIT_0940,ACC_LEGIT_0893,20342.5,2026-03-18T01:02:29,SBI,HDFC,DEV_96623,False,legitimate,[]
ACC_LEGIT_1109,ACC_LEGIT_0730,192871.04,2026-03-16T06:55:45,ICICI,HDFC,IMEI_66450,False,legitimate,[]
ACC_LEGIT_1219,ACC_LEGIT_1146,37364.91,2026-03-15T21:50:11,CANARA,BANDHAN,ANDROID_16608,False,legitimate,[]
ACC_LEGIT_1062,ACC_LEGIT_1150,3753.61,2026-03-16T06:26:23,AU_SFB,SBI,ANDROID_64474,False,legitimate,[]
ACC_LEGIT_0952,ACC_LEGIT_0759,94373.74,2026-03-16T14:44:02,BANDHAN,KOTAK,ANDROID_85543,False,legitimate,[]
